text,label
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Dok, saya merasa lemas dan haid tidak normal",Hipertiroid
Gejala yang dialami: sakit perut serta asam lambung naik,GERD (Asam Lambung)
"Dok, saya merasa bersin terus menerus dan nyeri otot",ISPA/Influenza
Gejala yang dialami: itching serta muntah,Kolestasis Kronis
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
Gejala yang dialami: nyeri sendi serta muntah,hepatitis A
"Saya mengalami lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Saya mengalami muntah, lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Badan terasa sakit perut disertai asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut",Hepatitis D
"Saya mengalami menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Dok, saya merasa ruam kulit dan luka gores",Jerawat
Gejala yang dialami: nyeri sendi serta sakit leher,Osteoartritis
Gejala yang dialami: sakit punggung serta lemah anggota gerak,Saraf Leher Terjepit
"Dok, saya merasa sakit punggung dan pusing",Saraf Leher Terjepit
"Dok, saya merasa bersin terus menerus dan menggigil",Alergi
"Keluhan utama: nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
Gejala yang dialami: itching serta ruam kulit,Infeksi Jamur
"Keluhan utama: sakit kepala, sakit dada, pusing, sulit berkonsentrasi",Hypertension
Gejala yang dialami: nyeri sendi serta muntah,hepatitis A
"Keluhan utama: itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa lemas dan pembuluh darah bengkak",Varises
"Saya mengalami nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut",Hepatitis D
"Badan terasa sakit kepala disertai sakit dada, pusing, hilang keseimbangan, sulit berkonsentrasi",Hypertension
Gejala yang dialami: muntah serta kulit menguning,Hepatitis Alkoholik
"Keluhan utama: pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Badan terasa itching disertai ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
Gejala yang dialami: lemah otot serta leher kaku,Radang Sendi
"Saya mengalami muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan, tidak stabil",Vertigo
Gejala yang dialami: batuk serta demam tinggi,Asma Bronkial
"Saya mengalami muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Saya mengalami bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
Gejala yang dialami: menggigil serta muntah,Malaria
Gejala yang dialami: lemas serta kram,Varises
"Keluhan utama: lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
"Pasien mengeluh sesak napas, berkeringat dan sakit dada",Serangan Jantung
"Pasien mengeluh nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku dan kuku meradang",Psoriasis
Gejala yang dialami: bersin terus menerus serta menggigil,Alergi
"Dok, saya merasa muntah dan diare",Gastroenteritis (Muntaber)
"Keluhan utama: muntah, gangguan pencernaan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan, tidak stabil",Vertigo
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Dok, saya merasa ruam kulit dan nyeri otot",Demam Berdarah Dengue (DBD)
"Keluhan utama: rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
"Badan terasa pengecilan otot disertai bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Badan terasa rasa terbakar saat buang air kecil disertai tidak nyaman di kandung kemih, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Pasien mengeluh pengecilan otot, demam tinggi dan kontak seksual berisiko",HIV/AIDS
"Pasien mengeluh muntah, mata cekung, dehidrasi dan diare",Gastroenteritis (Muntaber)
"Pasien mengeluh lemas, kulit menguning, mual, hilang nafsu makan dan riwayat keluarga",Hepatitis C
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
"Saya mengalami muntah, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Dok, saya merasa demam tinggi dan cairan kuning mengeras",Impetigo
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Saya mengalami lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Badan terasa lemas disertai demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit dan sakit perut",Tifush (Demam Tifoid)
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Keluhan utama: ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Pasien mengeluh menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare dan nyeri otot",Malaria
"Dok, saya merasa sakit punggung dan hilang keseimbangan",Saraf Leher Terjepit
"Dok, saya merasa ruam kulit dan cairan kuning mengeras",Impetigo
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak",Radang Sendi
"Keluhan utama: ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Dok, saya merasa itching dan bintik merah di seluruh tubuh",Cacar Air
"Saya mengalami menggigil, menggigil, mata berair",Alergi
Gejala yang dialami: sakit punggung serta sakit leher,Saraf Leher Terjepit
"Saya mengalami ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
Gejala yang dialami: ruam kulit serta melepuh,Impetigo
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Pasien mengeluh batuk, demam tinggi, sesak napas, riwayat keluarga dan dahak berlendir",Asma Bronkial
Gejala yang dialami: nyeri sendi serta sakit leher,Osteoartritis
"Pasien mengeluh ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung dan cairan kuning mengeras",Impetigo
"Saya mengalami menggigil, muntah, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Pasien mengeluh menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada dan batuk berdarah",TBC (Tuberkulosis)
Gejala yang dialami: ruam kulit serta nyeri sendi,Psoriasis
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
"Pasien mengeluh pengecilan otot, demam tinggi dan kontak seksual berisiko",HIV/AIDS
Gejala yang dialami: itching serta muntah,Penyakit Kuning
"Dok, saya merasa lemas dan urat menonjol di betis",Varises
"Keluhan utama: lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Keluhan utama: asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Badan terasa sakit punggung disertai lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Pasien mengeluh muntah, mata cekung, dehidrasi dan diare",Gastroenteritis (Muntaber)
"Dok, saya merasa itching dan bintik merah di seluruh tubuh",Cacar Air
"Pasien mengeluh itching, sakit perut, rasa terbakar saat buang air kecil dan spotting  urination",Reaksi Obat/Alergi
Gejala yang dialami: lemas serta perubahan suasana hati,Hipertiroid
"Badan terasa menggigil disertai muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Pasien mengeluh lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
"Keluhan utama: menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Badan terasa ruam kulit disertai komedo, luka gores",Jerawat
"Badan terasa nyeri sendi disertai muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Dok, saya merasa sakit leher dan sakit saat berjalan",Osteoartritis
Gejala yang dialami: berat badan naik serta tangan dan kaki dingin,Hipotiroid
"Keluhan utama: lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Pasien mengeluh nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma dan pendarahan lambung",Hepatitis E
"Dok, saya merasa nyeri sendi dan nyeri otot",hepatitis A
"Badan terasa bersin terus menerus disertai menggigil, menggigil, mata berair",Alergi
"Saya mengalami nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Saya mengalami nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Pasien mengeluh muntah, kulit menguning, perut membengkak, perut kembung, riwayat konsumsi alkohol dan kelebihan cairan",Hepatitis Alkoholik
"Badan terasa rasa terbakar saat buang air kecil disertai tidak nyaman di kandung kemih, rasa ingin pipis terus",Infeksi Saluran Kemih
"Dok, saya merasa nyeri sendi dan sakit saat berjalan",Osteoartritis
"Keluhan utama: ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Dok, saya merasa muntah dan kelebihan cairan",Hepatitis Alkoholik
"Badan terasa sakit perut disertai asam lambung naik, sariawan di lidah, muntah, batuk",GERD (Asam Lambung)
"Keluhan utama: sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Saya mengalami batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
"Dok, saya merasa sakit punggung dan hilang keseimbangan",Saraf Leher Terjepit
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak dan sakit saat berjalan",Osteoartritis
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
Gejala yang dialami: lemah otot serta leher kaku,Radang Sendi
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Keluhan utama: itching, muntah, kulit menguning, mual, hilang nafsu makan, mata menguning",Kolestasis Kronis
"Dok, saya merasa nyeri sendi dan mata menguning",Hepatitis D
"Dok, saya merasa lemas dan haid tidak normal",Hipertiroid
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Saya mengalami muntah, sesak napas, berkeringat, sakit dada",Serangan Jantung
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis E
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Keluhan utama: lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
"Badan terasa berat badan naik disertai tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Badan terasa itching disertai ruam kulit, lemas, lesu, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa bersin terus menerus dan mata berair",Alergi
"Saya mengalami itching, ruam kulit, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Pasien mengeluh nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak dan sakit saat berjalan",Osteoartritis
"Badan terasa itching disertai ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Saya mengalami itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Dok, saya merasa asam lambung naik dan gangguan pengelihatan",Migrain
"Badan terasa rasa terbakar saat buang air kecil disertai tidak nyaman di kandung kemih, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Badan terasa itching disertai lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Dok, saya merasa itching dan dischromic  patches",Infeksi Jamur
"Pasien mengeluh nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, diare, demam ringan, mata menguning dan nyeri otot",hepatitis A
"Pasien mengeluh lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
"Keluhan utama: nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis E
"Saya mengalami pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Pasien mengeluh nyeri sendi, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut dan mata menguning",Hepatitis D
"Badan terasa menggigil disertai muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Badan terasa itching disertai sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Keluhan utama: menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, nyeri otot",Malaria
"Pasien mengeluh menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat dan dahak berwarna karat",Pneumonia (Radang Paru)
"Saya mengalami menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
Gejala yang dialami: muntah serta sakit perut,Hepatitis Alkoholik
"Saya mengalami sakit kepala, sakit dada, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Pasien mengeluh sakit kepala, sakit dada, pusing, hilang keseimbangan dan sulit berkonsentrasi",Hypertension
"Pasien mengeluh lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
"Pasien mengeluh muntah, mata cekung, dehidrasi dan diare",Gastroenteritis (Muntaber)
"Keluhan utama: kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
Gejala yang dialami: bersin terus menerus serta menggigil,ISPA/Influenza
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
Gejala yang dialami: itching serta ruam kulit,Reaksi Obat/Alergi
Gejala yang dialami: muntah serta mata cekung,Gastroenteritis (Muntaber)
Gejala yang dialami: menggigil serta muntah,Malaria
"Pasien mengeluh bersin terus menerus, menggigil dan menggigil",Alergi
"Pasien mengeluh nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut dan mata menguning",Hepatitis D
"Pasien mengeluh muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan dan tidak stabil",Vertigo
"Pasien mengeluh ruam kulit, jerawat bernanah, komedo dan luka gores",Jerawat
"Dok, saya merasa nyeri sendi dan sakit saat berjalan",Osteoartritis
"Saya mengalami lemah otot, leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Badan terasa ruam kulit disertai jerawat bernanah, komedo, luka gores",Jerawat
"Saya mengalami nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Keluhan utama: lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
"Dok, saya merasa ruam kulit dan cairan kuning mengeras",Impetigo
"Keluhan utama: nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Pasien mengeluh sakit punggung, lemah anggota gerak, sakit leher, pusing dan hilang keseimbangan",Saraf Leher Terjepit
"Pasien mengeluh menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare dan nyeri otot",Malaria
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami muntah, sesak napas, berkeringat, sakit dada",Serangan Jantung
"Keluhan utama: sakit punggung, lemah anggota gerak, sakit leher, pusing",Saraf Leher Terjepit
"Keluhan utama: nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Badan terasa ruam kulit disertai melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Dok, saya merasa nyeri sendi dan mata menguning",Hepatitis D
"Keluhan utama: muntah, sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Dok, saya merasa muntah dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Badan terasa itching disertai sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa sembelit dan iritasi di anus",Wasir/Ambeien
"Pasien mengeluh pengecilan otot, bercak di tenggorokan, demam tinggi dan kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Badan terasa nyeri sendi disertai sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak",Osteoartritis
"Keluhan utama: itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa bersin terus menerus dan mata berair",Alergi
"Pasien mengeluh itching, lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah dan menerima suntikan tidak steril",Hepatitis B
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Saya mengalami nyeri sendi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Keluhan utama: muntah, kulit menguning, sakit perut, perut membengkak, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Keluhan utama: gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: nyeri sendi, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
"Saya mengalami itching, ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Keluhan utama: sakit punggung, lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Saya mengalami ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Badan terasa menggigil disertai muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Badan terasa sakit punggung disertai lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Dok, saya merasa ruam kulit dan cairan kuning mengeras",Impetigo
"Saya mengalami nyeri sendi, muntah, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
"Saya mengalami asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
"Pasien mengeluh bersin terus menerus, menggigil, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
"Saya mengalami lemah otot, leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Keluhan utama: itching, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
Gejala yang dialami: ruam kulit serta jerawat bernanah,Jerawat
"Dok, saya merasa bersin terus menerus dan nyeri otot",ISPA/Influenza
"Saya mengalami lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Saya mengalami itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh bersin terus menerus, menggigil, menggigil dan mata berair",Alergi
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Saya mengalami lemas, batuk, demam tinggi, sesak napas, dahak berlendir",Asma Bronkial
"Pasien mengeluh itching, muntah, lemas, berat badan turun, kulit menguning, urine berwarna gelap dan sakit perut",Penyakit Kuning
"Keluhan utama: sakit kepala, sakit dada, pusing, hilang keseimbangan, sulit berkonsentrasi",Hypertension
Gejala yang dialami: menggigil serta muntah,Malaria
"Keluhan utama: nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Saya mengalami menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Pasien mengeluh nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut dan mata menguning",Hepatitis D
